,Date,Open,High,Low,Close,Adj Close,Volume,mid_o,mid_h,mid_c,mid_l,bin_o,bin_h,bin_l,bin_c,ask_o,ask_h,ask_l,ask_c
190,2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,355.3817749023437,78520700,558.7200012207031,560.2750091552734,558.1700134277344,559.7700042724609,low,low,low,low,372.1517787780761,375.03466366577146,371.6012409973144,374.2538848876953
191,2021-01-04,375.30999755859375,375.4500122070313,364.8200073242188,368.7900085449219,350.5435791015625,110210800,559.7050018310547,557.8600158691407,549.2150115966797,556.4450073242188,low,low,low,low,375.6853075561523,375.8254622192383,365.184827331543,369.15879855346674
192,2021-01-05,368.1000061035156,372.5,368.0499877929688,371.3299865722656,352.9579162597656,66426200,553.7649993896484,556.5249938964844,553.7149810791016,555.3799896240234,low,low,low,low,368.4681061096191,372.87249999999995,368.4180377807617,371.70131655883785
193,2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.5499877929688,355.0680847167969,107997700,556.4849853515625,561.5400085449219,555.8949890136719,558.4049835205078,low,low,low,low,370.07970144653314,377.3569909973144,369.48911511230466,373.92353778076176
194,2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,360.3434753417969,68766800,565.6500091552734,567.8549957275391,565.4600067138672,567.1500091552734,low,low,low,low,376.4761061096191,380.27989389038083,376.28591366577143,379.4791061096191
195,2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,362.3966064453125,71677200,571.2200012207031,570.0399932861328,567.7300109863281,571.5550079345703,low,low,low,low,380.97058633422847,381.87148022460934,377.4771061096191,381.6412697753906
196,2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.6900024414063,359.9537658691406,51034700,567.1950073242188,569.4399871826172,567.0650024414062,567.6150054931641,low,low,low,low,378.2278561096191,380.96056655883785,378.0977212219238,379.0686924438477
197,2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,360.0298156738281,52547700,568.2750091552734,568.0399780273438,565.7449798583984,568.2149963378906,low,low,low,low,379.2689046630859,380.239845336914,376.73634533691404,379.1487590026855
198,2021-01-13,378.6900024414063,380.8599853515625,377.8500061035156,379.7900085449219,360.9993591308594,45303600,568.5850067138672,569.7849884033203,567.7450103759766,569.135009765625,low,low,low,low,379.0686924438477,381.24084533691405,378.2278561096191,380.16979855346676
199,2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,359.73516845703125,49989100,569.8199920654297,570.1800079345703,567.3300018310547,568.7549896240234,low,low,low,low,380.97058633422847,381.5111348876953,378.4781061096191,378.83845144653316
200,2021-01-15,376.7200012207031,377.5799865722656,373.7000122070313,375.7000122070313,357.1117553710937,107160000,564.5700073242188,564.4299926757812,561.550018310547,564.0600128173828,low,low,low,low,377.0967212219238,377.95756655883787,374.0737122192383,376.0757122192383
201,2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,359.9157409667969,51233300,567.6649932861328,567.6050109863281,566.0749969482422,567.8199920654297,low,low,low,low,378.71833633422847,379.60924099731443,377.12674999999996,379.0286438903808
202,2021-01-20,381.1099853515625,384.7900085449219,380.6900024414063,383.8900146484375,364.8964538574219,61836100,573.0549926757812,575.135009765625,572.635009765625,574.4450073242188,low,low,low,low,381.49109533691404,385.17479855346676,381.0706924438477,384.2739046630859
203,2021-01-21,384.489990234375,384.9500122070313,383.25,384.239990234375,365.2291564941406,47840100,576.6099853515625,576.5750122070312,575.3699951171875,576.4849853515625,low,low,low,low,384.87448022460933,385.3349622192383,383.63325,384.62423022460933
204,2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,363.9364929199219,52860500,573.6900024414062,575.0500030517578,573.2799987792969,574.0050048828125,low,low,low,low,382.63224999999994,384.51413488769526,382.2218363342285,383.2628848876953
205,2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,365.3717651367188,70402000,575.8650207519531,573.9999847412109,570.6549987792969,576.2250213623047,low,low,low,low,384.0536834411621,385.1547590026855,378.83845144653316,384.7744046630859
206,2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,364.8014221191406,42665300,577.3050079345703,577.6200103759766,575.4350128173828,576.4950103759766,low,low,low,low,385.79541366577143,386.2358561096191,383.92354855346673,384.1737985534668
207,2021-01-27,380.2200012207031,380.3200073242188,372.010009765625,374.4100036621094,355.88555908203125,123351100,567.4250030517578,566.3250122070312,559.2150115966797,564.5200042724609,low,low,low,low,380.6002212219238,380.700327331543,372.3820197753906,374.78441366577147
208,2021-01-28,376.3599853515625,381.9299926757813,375.8900146484375,377.6300048828125,358.9462280273437,94198100,565.1749877929688,569.875,564.7050170898438,565.8099975585938,low,low,low,low,376.73634533691404,382.31192266845704,376.2659046630859,378.00763488769525
209,2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.0700073242188,351.7602844238281,126765100,560.6650085449219,560.8050079345703,553.3049926757812,557.885009765625,low,low,low,low,376.0056348876953,377.0466834411621,368.6382590026855,370.44007733154297
210,2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,357.61553955078125,75817600,561.8350067138672,562.5299987792969,558.4950103759766,563.0900115966797,low,low,low,low,374.0937212219238,377.7173363342285,370.75038488769525,376.6062409973144
211,2021-02-02,379.6499938964844,383.2200012207031,376.3200073242188,381.5499877929688,362.6722412109375,64450700,570.4249877929688,571.3800048828125,567.0950012207032,571.3749847412109,low,low,low,low,380.02964389038084,383.6032212219238,376.696327331543,381.93153778076174
212,2021-02-03,382.4400024414063,383.7000122070313,380.4800109863281,381.8500061035156,362.9574279785156,52427100,573.3650054931641,573.9400177001953,571.4050140380859,573.0700073242188,low,low,low,low,382.82244244384765,384.0837122192383,380.8604909973144,382.2318561096191
213,2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.1900024414063,367.0827026367188,47142600,576.0549926757812,577.2249908447266,575.0650024414062,577.6699981689453,low,low,low,low,383.34295144653316,386.62623022460934,382.3519712219238,386.5761924438477
214,2021-02-05,388.2000122070313,388.4700012207031,386.1400146484375,387.7099914550781,368.5274658203125,48669800,582.0550079345703,581.5400085449219,579.9950103759766,581.8099975585938,low,low,low,low,388.5882122192383,388.85847122192376,386.5261546630859,388.09770144653316
215,2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,371.18896484375,38365200,584.5249938964844,584.7350006103516,583.6050109863281,585.1450042724609,low,low,low,low,389.65925900268553,390.9505575561523,388.7383561096191,390.9005197753906
216,2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,370.94183349609375,35551100,584.7349853515625,585.4750213623047,584.2950134277344,585.0549926757812,low,low,low,low,389.999595336914,391.2809046630859,389.5591834411621,390.64025
217,2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,370.7801818847656,59154400,587.1599884033203,586.0299987792969,582.5399932861328,586.1399841308594,low,low,low,low,392.5121151123046,392.67227877807613,387.88749999999993,390.47006655883786
218,2021-02-11,391.239990234375,391.6900024414063,388.1000061035156,390.7099914550781,371.3790588378906,42913300,586.5949859619141,585.7400054931641,583.4550018310547,586.3299865722656,low,low,low,low,391.63123022460934,392.08169244384766,388.4881061096191,391.10070144653315
219,2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,373.213623046875,50593300,586.1700134277344,587.7849884033203,586.0899963378906,587.5650177001953,low,low,low,low,390.2398561096191,393.2928938903808,390.1597590026855,393.0326546630859
220,2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.2999877929688,372.8903503417969,50972400,590.1099853515625,589.9350128173828,587.6799926757812,589.2799835205078,low,low,low,low,394.3539514465332,394.5641834411621,391.92152877807615,392.6922877807617
221,2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,372.9759826660156,52290600,586.6150207519531,587.3249969482422,585.5249938964844,587.6000213623047,low,low,low,low,390.81043344116205,393.05266366577143,389.7193165588379,392.7824046630859
222,2021-02-18,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,371.3885803222656,59712800,584.9499969482422,585.3899841308594,583.0999908447266,585.5149993896484,low,low,low,low,389.9795863342285,391.9115090026855,388.1277302246093,391.11072122192377
223,2021-02-19,392.0700073242188,392.3800048828125,389.5499877929688,390.0299987792969,370.732666015625,83241000,587.0850067138672,587.1549987792969,584.5649871826172,586.0650024414062,low,low,low,low,392.46207733154296,392.7723848876953,389.9395377807617,390.42002877807613
224,2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,367.8811340332031,67414200,580.5749969482422,582.989990234375,580.2549896240234,580.5599975585938,low,low,low,low,387.4470575561523,390.00961511230463,387.12673022460933,387.41702877807614
225,2021-02-23,384.6600036621094,388.9500122070313,380.2000122070313,387.5,368.3278503417969,107284100,578.4100036621094,579.050018310547,573.9500122070312,579.8300018310547,low,low,low,low,385.04466366577145,389.3389622192383,380.5802122192383,387.88749999999993
226,2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,372.3866271972656,72433900,582.2149810791016,584.8650054931641,581.1549835205078,584.9349822998047,low,low,low,low,386.71631655883783,392.6222409973144,385.6552590026855,392.1617590026855
227,2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,363.4136352539063,146670500,581.5749969482422,582.2700042724609,571.9449920654297,577.5349884033203,low,low,low,low,390.80041366577143,392.27188488769525,381.1607787780761,382.71231655883787
228,2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,361.5411682128906,152701600,574.5299987792969,574.6949920654297,568.4100036621094,572.5349884033203,low,low,low,low,384.7343561096191,385.96556655883785,378.6082409973144,380.740345336914
229,2021-03-01,385.5899963378906,390.9200134277344,380.5700073242188,389.5799865722656,370.3049011230469,105348800,580.3799896240234,581.2050170898438,575.3600006103516,582.3749847412109,low,low,low,low,385.97558633422847,391.3109334411621,380.950577331543,389.96956655883787
230,2021-03-02,389.8200073242188,390.0700073242188,386.0,386.5400085449219,367.4154052734375,79595300,583.0900115966797,583.0700073242188,579.2700042724609,581.4500122070312,low,low,low,low,390.209827331543,390.460077331543,386.38599999999997,386.9265485534668
231,2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,362.5486755371094,119940200,576.5000152587891,577.4849853515625,572.0200042724609,574.3150177001953,low,low,low,low,386.17579855346673,387.2168165588378,381.6913075561523,381.8014334411621
232,2021-03-04,381.2200012207031,384.0,371.8800048828125,376.7000122070313,358.062255859375,183433000,569.5700073242188,569.9400024414062,560.2300109863281,567.3100128173828,low,low,low,low,381.60122122192377,384.38399999999996,372.25188488769527,377.0767122192383
233,2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,364.6493225097656,152039600,572.2749938964844,571.0800170898438,564.4550170898438,573.8600006103516,low,low,low,low,380.84045144653317,385.14476977539056,373.01265466308587,384.0136348876953
234,2021-03-08,384.6600036621094,387.6799926757813,381.4200134277344,381.7200012207031,362.8338623046875,123149200,575.5200042724609,578.3899993896484,572.2800140380859,574.0500030517578,low,low,low,low,385.04466366577145,388.067672668457,381.8014334411621,382.1017212219238
235,2021-03-09,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,368.0142211914063,113633600,579.4350128173828,582.5650024414062,578.8950042724609,580.0950164794922,low,low,low,low,386.2358561096191,390.29991366577144,385.69530755615233,387.55718344116207
236,2021-03-10,389.6900024414063,391.3999938964844,388.1700134277344,389.5799865722656,370.3049011230469,109899400,584.4799957275391,585.4850006103516,582.9600067138672,584.4249877929688,low,low,low,low,390.07969244384765,391.7913938903808,388.55818344116204,389.96956655883787
237,2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,374.0595397949219,86245000,588.9950103759766,591.5199890136719,588.5049896240234,589.6450042724609,low,low,low,low,392.6222409973144,396.0456438903808,392.1317302246093,393.9235287780761
238,2021-03-12,392.0700073242188,394.2099914550781,391.2000122070313,394.05999755859375,374.5633239746094,64653600,589.1000061035156,589.8099975585938,588.2300109863281,590.0950012207031,low,low,low,low,392.46207733154296,394.6042014465332,391.5912122192383,394.4540575561523
239,2021-03-15,394.3299865722656,396.6900024414063,392.0299987792969,396.4100036621094,376.7969970703125,73427200,592.5349884033203,592.7050018310547,590.2350006103516,593.5749969482422,low,low,low,low,394.72431655883787,397.08669244384765,392.42202877807614,396.80641366577146
240,2021-03-16,397.0700073242188,397.8299865722656,395.0799865722656,395.9100036621094,376.3218078613281,73722500,595.0250091552734,595.3699798583984,593.0349884033203,594.4450073242188,low,low,low,low,397.467077331543,398.22781655883784,395.47506655883785,396.3059136657714
241,2021-03-17,394.5299987792969,398.1199951171875,393.2999877929688,397.260009765625,377.6050109863281,97959300,593.1600036621094,594.7699890136719,591.9299926757812,594.5250091552734,low,low,low,low,394.92452877807614,398.51811511230466,393.69328778076175,397.6572697753906
242,2021-03-18,394.4800109863281,396.7200012207031,390.75,391.4800109863281,372.1110229492188,115349100,590.2200164794922,592.0950012207031,586.4900054931641,588.7200164794922,low,low,low,low,394.8744909973144,397.1167212219238,391.14074999999997,391.8714909973144
243,2021-03-19,389.8800048828125,391.5700073242188,387.1499938964844,389.4800109863281,371.4224243164063,113624500,584.6200103759766,585.1450042724609,581.8899993896484,584.4200134277344,low,low,low,low,390.2698848876953,391.96157733154297,387.53714389038083,389.8694909973144
244,2021-03-22,390.0299987792969,394.0700073242188,389.9700012207031,392.5899963378906,374.3882446289063,73778600,586.3249969482422,589.0550079345703,586.2649993896484,587.6049957275391,low,low,low,low,390.42002877807613,394.46407733154297,390.3599712219238,392.9825863342285
245,2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,371.4414978027344,90686600,586.6600036621094,587.7899932861328,583.4100036621094,585.4550018310547,low,low,low,low,392.30191366577145,393.85345144653314,389.0486636657714,389.88949999999994
246,2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,369.5533142089844,97588600,584.7599945068359,586.4850006103516,581.2299957275391,583.0199890136719,low,low,low,low,391.39099999999996,393.14275,387.8574712219238,387.9075090026855
247,2021-03-25,385.9800109863281,390.5499877929688,383.8999938964844,389.7000122070313,371.6322326660156,116128600,580.8300170898438,582.4999847412109,578.75,582.6900177001953,low,low,low,low,386.3659909973144,390.94053778076176,384.2838938903808,390.0897122192383
248,2021-03-26,390.9299926757813,396.4100036621094,390.2900085449219,395.9800109863281,377.6211242675781,114409100,588.9199981689453,591.5550079345703,588.2800140380859,591.4450073242188,low,low,low,low,391.32092266845706,396.80641366577146,390.68029855346674,396.37599099731443
249,2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,377.4303588867188,108107600,592.2899932861328,593.1549987792969,590.6999969482422,592.9799957275391,low,low,low,low,394.79439389038083,397.14674999999994,393.2028075561523,396.1757787780761
250,2021-03-30,394.4200134277344,395.4500122070313,393.0199890136719,394.7300109863281,376.4290771484375,76262200,591.7850189208984,591.9600067138672,590.3849945068359,591.9400177001953,low,low,low,low,394.81443344116207,395.8454622192383,393.4130090026855,395.1247409973144
251,2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,377.9548034667969,112734200,593.5049896240234,595.6549987792969,593.4749908447266,593.9999847412109,low,low,low,low,395.73533633422846,398.39799999999997,395.7053075561523,396.7263165588378
252,2021-04-01,398.3999938964844,400.6700134277344,398.1799926757813,400.6099853515625,382.036376953125,99682900,598.7049865722656,599.760009765625,598.4849853515625,599.8099822998047,low,low,low,low,398.7983938903808,401.0706834411621,398.57817266845706,401.01059533691404
253,2021-04-05,403.4599914550781,406.9400024414063,403.3800048828125,406.3599853515625,387.519775390625,91684800,606.6399841308594,608.6300048828125,606.5599975585938,608.0899810791016,low,low,low,low,403.86345144653313,407.3469424438477,403.78338488769526,406.766345336914
254,2021-04-06,405.760009765625,407.239990234375,405.3999938964844,406.1199951171875,387.29095458984375,62021000,608.8200073242188,609.9399871826172,608.4599914550781,609.0,low,low,low,low,406.1657697753906,407.6472302246093,405.8053938903808,406.52611511230464
255,2021-04-07,405.9400024414063,406.9599914550781,405.4500122070313,406.5899963378906,387.7391662597656,55836300,609.2350006103516,609.6849975585938,608.7450103759766,609.5599975585938,low,low,low,low,406.34594244384766,407.36695144653316,405.8554622192383,406.9965863342285
256,2021-04-08,407.9299926757813,408.5799865722656,406.9299926757813,408.5199890136719,389.5797424316406,57863100,612.1899871826172,612.0449829101562,611.1899871826172,612.4849853515625,low,low,low,low,408.33792266845705,408.9885665588378,407.336922668457,408.92850900268553
257,2021-04-09,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,392.4119873046875,61104600,614.135009765625,615.8000183105469,614.0050048828125,615.6849975585938,low,low,low,low,408.7984046630859,412.08168344116206,408.66826977539057,411.9014802246093
258,2021-04-12,410.8500061035156,411.9299926757813,410.2000122070313,411.6400146484375,392.5549926757813,56704900,616.6700134277344,617.029998779297,616.02001953125,617.0650177001953,low,low,low,low,411.2608561096191,412.341922668457,410.6102122192383,412.0516546630859
259,2021-04-13,411.5299987792969,413.5299987792969,411.1199951171875,412.8599853515625,393.7184143066406,56551000,617.9599914550781,619.0899963378906,617.5499877929688,618.6249847412109,low,low,low,low,411.94152877807613,413.94352877807614,411.53111511230463,413.27284533691403
260,2021-04-14,412.8299865722656,413.9599914550781,410.8699951171875,411.4500122070313,392.3738403320313,61659900,618.5549926757812,619.3949890136719,616.5950012207031,617.8650054931641,low,low,low,low,413.24281655883783,414.37395144653317,411.28086511230464,411.8614622192383
261,2021-04-15,413.739990234375,416.1600036621094,413.6900024414063,415.8699951171875,396.5888977050781,60229800,621.6749877929688,623.0050048828125,621.625,622.739990234375,low,low,low,low,414.1537302246093,416.57616366577145,414.10369244384765,416.28586511230463
262,2021-04-16,417.25,417.9100036621094,415.7300109863281,417.260009765625,397.91448974609375,82037300,625.8800048828125,625.7750091552734,624.3600158691406,625.885009765625,low,low,low,low,417.66724999999997,418.32791366577146,416.1457409973144,417.6772697753906
263,2021-04-19,416.260009765625,416.739990234375,413.7900085449219,415.2099914550781,395.95947265625,78498500,623.8650054931641,623.6349945068359,621.3950042724609,623.3399963378906,low,low,low,low,416.67626977539055,417.1567302246093,414.20379855346675,415.62520144653314
264,2021-04-20,413.9100036621094,415.0899963378906,410.5899963378906,412.1700134277344,393.0605163574219,81851800,619.9950103759766,620.3849945068359,616.6750030517578,619.1250152587891,low,low,low,low,414.32391366577144,415.50508633422845,411.00058633422844,412.58218344116204
265,2021-04-21,411.510009765625,416.2900085449219,411.3599853515625,416.0700073242188,396.7796630859375,66793000,619.5450134277344,621.9700012207031,619.3949890136719,621.8250122070312,low,low,low,low,411.9215197753906,416.70629855346675,411.771345336914,416.48607733154296
266,2021-04-22,415.8900146484375,416.7799987792969,411.1300048828125,412.2699890136719,393.1558227539063,97582800,622.0250091552734,622.3450012207031,617.2649993896484,620.2149963378906,low,low,low,low,416.30590466308587,417.1967787780761,411.54113488769525,412.6822590026855
267,2021-04-23,412.8699951171875,418.25,412.7900085449219,416.739990234375,397.4185791015625,73209200,621.239990234375,624.6450042724609,621.1600036621094,623.1749877929688,low,low,low,low,413.28286511230465,418.66824999999994,413.2027985534668,417.1567302246093
268,2021-04-26,417.4400024414063,418.2200012207031,416.80999755859375,417.6099853515625,398.2482299804688,52182400,626.2449951171875,626.625,625.614990234375,626.3299865722656,low,low,low,low,417.8574424438477,418.6382212219238,417.2268075561523,418.02759533691403
269,2021-04-27,417.9299926757813,418.1400146484375,416.2999877929688,417.5199890136719,398.1624450683594,51303100,626.6899871826172,626.2900085449219,625.0599822998047,626.4849853515625,low,low,low,low,418.34792266845704,418.5581546630859,416.7162877807617,417.9375090026855
270,2021-04-28,417.80999755859375,419.010009765625,416.8999938964844,417.3999938964844,398.0479431152344,51238900,626.5099945068359,627.4600067138672,625.5999908447266,626.3049926757812,low,low,low,low,418.2278075561523,419.4290197753906,417.3168938903808,417.8173938903808
271,2021-04-29,420.3200073242188,420.7200012207031,416.4400024414063,420.05999755859375,400.5846557617188,78544300,630.3500061035156,628.9400024414062,626.4700012207031,630.2200012207031,low,low,low,low,420.74032733154297,421.1407212219238,416.85644244384764,420.4800575561523
272,2021-04-30,417.6300048828125,418.5400085449219,416.3399963378906,417.2999877929688,397.95257568359375,85527000,626.2799987792969,626.7100067138672,624.989990234375,626.114990234375,low,low,low,low,418.04763488769527,418.95854855346676,416.7563363342285,417.71728778076175
273,2021-05-03,419.4299926757813,419.8399963378906,417.6700134277344,418.2000122070313,398.8109130859375,68128300,628.529998779297,628.6750030517578,626.77001953125,627.915008544922,low,low,low,low,419.84942266845707,420.25983633422845,418.0876834411621,418.6182122192383
274,2021-05-04,416.0700073242188,416.6000061035156,411.6700134277344,415.6199951171875,396.35052490234375,101591200,623.8800048828125,622.4350128173828,619.4800109863281,623.6549987792969,low,low,low,low,416.48607733154296,417.0166061096191,412.08168344116206,416.03561511230464
275,2021-05-05,417.3800048828125,417.6300048828125,415.1499938964844,415.75,396.4744262695313,60162200,625.2550048828125,625.2050018310547,623.0249938964844,624.4400024414062,low,low,low,low,417.7973848876953,418.04763488769527,415.5651438903808,416.16574999999995
276,2021-05-06,415.8299865722656,419.2099914550781,413.6799926757813,419.0700073242188,399.6405334472656,74321400,625.364990234375,626.0499877929688,623.2149963378907,626.9850006103516,low,low,low,low,416.2458165588378,419.62920144653316,414.09367266845703,419.489077331543
277,2021-05-07,419.8900146484375,422.8200073242188,419.1600036621094,422.1199951171875,402.5491638183594,67733800,630.9500122070312,632.4000091552734,630.2200012207031,632.0650024414062,low,low,low,low,420.3099046630859,423.24282733154297,419.57916366577143,422.54211511230466
278,2021-05-10,422.5,422.739990234375,417.80999755859375,417.9400024414063,398.56298828125,81852400,631.4700012207031,631.6449890136719,626.7799987792969,629.1900024414062,low,low,low,low,422.92249999999996,423.16273022460933,418.2278075561523,418.35794244384766
279,2021-05-11,413.1000061035156,415.2699890136719,410.05999755859375,414.2099914550781,395.0058288574219,116888000,620.2050018310547,620.2999877929688,617.1649932861328,620.7599945068359,low,low,low,low,413.5131061096191,415.6852590026855,410.4700575561523,414.62420144653316
280,2021-05-12,411.2300109863281,412.5899963378906,404.0,405.4100036621094,386.6138305664063,134811000,613.9350128173828,614.5899963378906,606.7050018310547,611.0250091552734,low,low,low,low,411.6412409973144,413.00258633422845,404.40399999999994,405.8154136657714
281,2021-05-13,407.0700073242188,412.3500061035156,407.0199890136719,410.2799987792969,391.2580871582031,106394000,612.2100067138672,615.8600006103516,612.1599884033203,613.8150024414062,low,low,low,low,407.477077331543,412.7623561096191,407.4270090026855,410.6902787780761
282,2021-05-14,413.2099914550781,417.489990234375,413.1799926757813,416.5799865722656,397.2659912109375,82201600,621.4999847412109,624.0799865722656,621.4699859619141,623.1849822998047,low,low,low,low,413.62320144653313,417.90748022460934,413.59317266845704,416.99656655883786
283,2021-05-17,415.3900146484375,416.3900146484375,413.3599853515625,415.5199890136719,396.2551574707031,65129200,623.1500091552734,623.0700073242188,621.1199798583984,623.2149963378906,low,low,low,low,415.8054046630859,416.8064046630859,413.773345336914,415.9355090026855
284,2021-05-18,415.7999877929688,416.05999755859375,411.7699890136719,411.9400024414063,392.8411865234375,59810200,621.769989013672,621.9449920654297,617.739990234375,619.8399963378907,low,low,low,low,416.21578778076173,416.4760575561523,412.1817590026855,412.3519424438477
285,2021-05-19,406.9200134277344,411.0499877929688,405.3299865722656,410.8599853515625,391.8111877441406,106467100,612.3500061035156,613.7149810791016,610.7599792480469,614.3199920654297,low,low,low,low,407.32693344116205,411.4610377807617,405.73531655883784,411.270845336914
286,2021-05-20,411.7999877929688,416.6300048828125,411.6700134277344,415.2799987792969,396.0262756347656,78022200,619.4399871826172,622.4650115966797,619.3100128173828,621.1799926757812,low,low,low,low,412.2117877807617,417.0466348876953,412.08168344116206,415.6952787780761
287,2021-05-21,416.8699951171875,418.2000122070313,414.4500122070313,414.9400024414063,395.7019958496094,76578700,624.3399963378906,625.425018310547,621.9200134277345,623.375,low,low,low,low,417.28686511230467,418.6182122192383,414.8644622192383,415.3549424438477
288,2021-05-24,417.3399963378906,420.3200073242188,417.0799865722656,419.1700134277344,399.7359008789063,51376700,626.9250030517578,628.8600006103516,626.6649932861328,627.8400115966797,low,low,low,low,417.75733633422846,420.74032733154297,417.49706655883784,419.58918344116205
289,2021-05-25,420.3299865722656,420.7099914550781,417.6199951171875,418.239990234375,398.8490295410156,57451400,629.4499816894531,629.5199890136719,626.739990234375,628.4049835205078,low,low,low,low,420.7503165588378,421.1307014465332,418.03761511230465,418.6582302246093
290,2021-05-26,418.8699951171875,419.6099853515625,417.760009765625,419.0700073242188,399.6405334472656,43088600,628.4049987792969,628.489990234375,627.2950134277344,628.5050048828125,low,low,low,low,419.2888651123046,420.02959533691404,418.1777697753906,419.489077331543
291,2021-05-27,420.1700134277344,420.7200012207031,418.989990234375,419.2900085449219,399.8503723144531,56707700,629.8150177001953,630.2149963378906,628.6349945068359,629.3750152587891,low,low,low,low,420.5901834411621,421.1407212219238,419.4089802246093,419.70929855346674
292,2021-05-28,420.9700012207031,421.25,419.7900085449219,420.0400085449219,400.5656127929688,58520200,630.9900054931641,631.1450042724609,629.8100128173828,630.5250091552734,low,low,low,low,421.3909712219238,421.67124999999993,420.2097985534667,420.4600485534668
293,2021-06-01,422.5700073242188,422.7200012207031,419.2000122070313,419.6700134277344,400.2127075195313,54216600,632.4050140380859,632.3200073242188,629.0350189208984,630.9550170898438,low,low,low,low,422.992577331543,423.1427212219238,419.6192122192383,420.08968344116204
294,2021-06-02,420.3699951171875,421.2300109863281,419.2900085449219,420.3299865722656,400.8421020507813,49097100,630.5349884033203,630.8750152587891,629.4550018310547,630.5149841308594,low,low,low,low,420.79036511230464,421.6512409973144,419.70929855346674,420.7503165588378
295,2021-06-03,417.8500061035156,419.989990234375,416.2799987792969,418.7699890136719,399.3544616699219,58138800,627.2350006103516,628.1299896240234,625.6649932861328,627.6949920654297,low,low,low,low,418.2678561096191,420.40998022460934,416.69627877807613,419.1887590026855
296,2021-06-04,420.75,422.9200134277344,418.8399963378906,422.6000061035156,403.0068359375,55938800,632.0500030517578,632.3400115966797,630.1399993896484,632.9750061035156,low,low,low,low,421.17074999999994,423.3429334411621,419.2588363342285,423.0226061096191
297,2021-06-07,422.5899963378906,422.7799987792969,421.1900024414063,422.1900024414063,402.6159362792969,51555000,633.6849975585938,633.375,632.2850036621095,633.4850006103516,low,low,low,low,423.01258633422844,423.20277877807615,421.61119244384764,422.6121924438477
298,2021-06-08,423.1099853515625,423.2099914550781,420.3200073242188,422.2799987792969,402.7017517089844,47134300,634.2499847412109,633.3699951171875,631.4600067138672,633.8349914550781,low,low,low,low,423.533095336914,423.6332014465332,420.74032733154297,422.7022787780761
299,2021-06-09,423.1799926757813,423.260009765625,421.4100036621094,421.6499938964844,402.1008911132813,48436300,634.0049896240234,633.9650115966797,632.2350006103516,633.239990234375,low,low,low,low,423.60317266845703,423.68326977539056,421.83141366577144,422.0716438903808
300,2021-06-10,422.9599914550781,424.6300048828125,421.5499877929688,423.6099853515625,403.9700317382813,51020100,634.7649841308594,635.4049987792969,633.35498046875,635.0899810791016,low,low,low,low,423.3829514465332,425.0546348876953,421.9715377807617,424.033595336914
301,2021-06-11,424.2000122070313,424.4299926757813,422.8200073242188,424.30999755859375,404.6376037597656,45570800,636.3550109863281,635.8399963378907,634.9750061035156,636.4100036621094,low,low,low,low,424.6242122192383,424.85442266845706,423.24282733154297,424.7343075561523
302,2021-06-14,424.4299926757813,425.3699951171875,423.1000061035156,425.260009765625,405.5435485839844,42358500,637.0599975585938,636.9199981689453,635.7300109863281,637.4750061035156,low,low,low,low,424.85442266845706,425.79536511230464,423.5231061096191,425.68526977539057
